project_id,год,регион,вуз_код,pat_foreign_2018,pat_foreign_2019,pat_foreign_2020,pat_foreign_2021,pat_foreign_2022,pat_foreign_2023,pat_foreign_2024,pat_foreign_cagr,pat_foreign_query,pat_foreign_total,pat_cagr_rus_18_24,pat_query_ru,pat_rus_2018,pat_rus_2019,pat_rus_2020,pat_rus_2021,pat_rus_2022,pat_rus_2023,pat_rus_2024,pat_rus_total,pub_2018,pub_2019,pub_2020,pub_2021,pub_2022,pub_2023,pub_2024,pub_cagr_18_24,pub_cite_avg,pub_query_en,pub_total,инвестиции,ключевые_слова_nlp,рынок,суть_проекта,справка_команда
P310,2024,Республика Татарстан,U013,2435,2785,2711,2858,2607,2647,2918,306,"Content Pro app, content creation, mobile application",18961,0.0,Content Pro приложение,0,3,0,0,0,0,0,3,2435,2941,3698,4059,4627,7805,8336,0.2277,2414.52,Content Pro app content creation,33901,,"Content Pro приложение, контент сервис стартап, Content Pro app, content creation, mobile application","Рыночный контекст (сектор «Энергетика/нефтегаз», данные на момент подачи, 2024): нефтегазовый сектор ≈ 21,7% ВВП РФ (начало 2022); нефтесервис — крупный сегмент ТЭК; инвестиции в нефтедобычу РФ +17,7% до ≈ 1,8 трлн руб. (2022); добыча +2%; инвестиции в ТЭК ≈ 10 трлн руб./год — ≈ 30% всех капвложений РФ (2023).",[ПРОЕКТ] (Альметьевский нефтяной институт; детали уточняются).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P311,2023,Свердловская область,U083,0,0,5,4,1,2,4,2599,"bionic prosthesis neural control, EMG-controlled prosthetic hand, upper limb prosthetics",16,0.0,бионический протез нейросетевое,0,0,0,0,0,0,0,0,87,91,145,146,183,288,209,0.1573,412.92,bionic prosthesis neural control EMG-controlled prosthetic hand,1149,,"бионический протез нейросетевое управление, ЭМГ управление протезом, bionic prosthesis neural control, EMG-controlled prosthetic hand, upper","Рыночный контекст (сектор «MedTech: приборы/диагностика», данные на момент подачи, 2023): рынок медизделий РФ ≈ 497 млрд руб. (2020, Госкомстат), скачок на фоне пандемии; ≈ 559 млрд руб. (2021, +12%); ≈ 593 млрд руб. (2022, +6%); курс на импортозамещение медтехники.","Все современные виды протезов используют систему жестового управления, которая способна охватить",Основатель (данные на момент подачи): образование/статус: исследователь Уральского федерального университета; разработчик биомеханического кистевого протеза (имеется патент на изобретение); есть компетенции в бионическом протезировании и биомедицинской инженерии.
P312,2024,Республика Татарстан,U103,18,29,26,30,30,41,40,1423,"breast cancer detection, oncology medtech, mammology screening",214,0.0,BreastCa рак молочной,0,0,0,0,0,0,0,0,4,37,12,14,14,39,25,0.3572,167.0,breast cancer detection oncology medtech,145,,"[ПРОЕКТ] рак молочной железы, онкология диагностика маммология, breast cancer detection, oncology medtech, mammology screening","Рыночный контекст (сектор «MedTech: приборы/диагностика», данные на момент подачи, 2024): рынок медизделий РФ ≈ 497 млрд руб. (2020, Госкомстат), скачок на фоне пандемии; ≈ 559 млрд руб. (2021, +12%); ≈ 593 млрд руб. (2022, +6%); курс на импортозамещение медтехники; ≈ 639 млрд руб. (2023, +8%); производство медоборудования в РФ ≈ 50 млрд руб. (Росстат).","[ПРОЕКТ] — проект в сфере диагностики/лечения рака молочной железы (основатель — врач-онколог/маммолог, аспирант КГМУ).","Основатель (данные на момент подачи): образование/статус: аспирант кафедры онкологии, лучевой диагностики и лучевой терапии Казанского государственного медицинского университета; онколог-маммолог; разработчик проекта [ПРОЕКТ] в области диагностики и лечения онкологических заболеваний молочной железы; есть компетенции в онкологии и маммологии."
P313,2024,Томская область,U155,3,0,0,8,0,0,1,-1673,"modular biomedical phantom, tissue simulation surgical training, anatomical model training",12,0.0,модульный биомедицинский фантом,0,0,0,0,0,0,0,0,22,16,18,30,30,53,314,0.5575,300.68,modular biomedical phantom tissue simulation surgical training,483,При инвестиции и финансировании первого этапа в,"модульный биомедицинский фантом, имитатор тканей хирургия, modular biomedical phantom, tissue simulation surgical training","Рыночный контекст (сектор «MedTech: приборы/диагностика», данные на момент подачи, 2024): рынок медизделий РФ ≈ 497 млрд руб. (2020, Госкомстат), скачок на фоне пандемии; ≈ 559 млрд руб. (2021, +12%); ≈ 593 млрд руб. (2022, +6%); курс на импортозамещение медтехники; ≈ 639 млрд руб. (2023, +8%); производство медоборудования в РФ ≈ 50 млрд руб. (Росстат).","Конструктор состоит из модулей (костного, мышечного, нервного, сосудистого, кожного) и негативной разъемной формы","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P314,2025,Санкт-Петербург,U152,0,0,0,0,0,0,0,0,"AI potential assessment, hr tech AI, talent analytics",0,0.0,AI PotentialPro ИИ,0,0,0,0,0,0,0,0,434,579,846,1073,1408,2374,3451,0.4128,1619.8,AI potential assessment hr tech AI,10165,,"[ПРОЕКТ] ИИ оценка потенциала, СПбГУ стартап HR, AI potential assessment, hr tech AI, talent analytics","Рыночный контекст (сектор «IT-сервисы/платформы», данные на момент подачи, 2025): объём ИТ-рынка РФ ≈ 1,8 трлн руб. (2020); рост до ≈ 2,2 трлн руб. (2021); спад до ≈ 1,9 трлн руб. на фоне ухода зарубежных вендоров; тиражное ПО ≈ 287 млрд руб. (2022); восстановление ИТ-рынка ≈ +12% (2023), драйвер — импортозамещение ПО; тиражное ПО ≈ 448 млрд руб. (2024), средний рост ≈ 25%/год с 2022.","[ПРОЕКТ] — ИИ-сервис (вероятно, оценка потенциала/компетенций) команды СПбГУ.","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P315,2022,Москва г,U118,75,86,116,70,75,72,62,-312,"social media analytics, content analysis NLP, media monitoring",556,0.0,анализ медиаконтента,0,0,1,1,1,1,0,4,656,929,1207,1923,2472,5024,6956,0.4822,2173.24,social media analytics content analysis NLP,19167,,"анализ медиаконтента, NLP аналитика соцсетей, social media analytics, content","Рыночный контекст (сектор «AI/аналитика данных», данные на момент подачи, 2022): рост рынка ИИ РФ +22,4% (2020); +28% (2021) — максимальные темпы за 5 лет; запуск федпроекта «Искусственный интеллект».",Инструмент для анализа медиаконтента на основе NLP-аналитики социальных,"Основатель (данные на момент подачи): образование/статус: студент/выпускник МГТУ им. Н.Э. Баумана; ИП, разработчик цифровых решений для бизнеса (сайты, чат-боты); автор научных статей по анализу медиаконтента; есть компетенции в IT-разработке и аналитике цифровых медиа."
P316,2023,Республика Татарстан,U019,8,27,82,109,133,153,198,7071,"applied artificial intelligence, AI applications, machine learning solutions",710,0.2599,прикладной искусственный интеллект,0,0,1,0,3,1,4,9,7751,12150,20570,30784,43313,87390,123165,0.5856,12995.28,applied artificial intelligence AI applications,325123,,"прикладной искусственный интеллект, концепции ИИ, applied artificial intelligence, AI applications, machine learning solutions","Рыночный контекст (сектор «AI/аналитика данных», данные на момент подачи, 2023): рост рынка ИИ РФ +22,4% (2020); +28% (2021) — максимальные темпы за 5 лет; запуск федпроекта «Искусственный интеллект»; объём рынка ИИ РФ ≈ 647 млрд руб. (2022, МФТИ).",[ПРОЕКТ].,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P317,2022,Чувашская Республика - Чувашия,U173,739,818,781,776,876,749,828,191,"rheological additives, viscosity modifiers, construction chemistry additives",5567,0.0,реологические добавки технология,0,0,1,0,0,0,0,1,434,506,539,714,730,1289,1280,0.1975,961.4,rheological additives viscosity modifiers,5492,Грант ФСИ «Студенческий стартап» — 1 млн ₽ (2022).,"реологические добавки технология, модификаторы вязкости строительная химия, rheological additives, viscosity modifiers, construction chemistry additives","Рыночный контекст (сектор «Новые материалы/химия», данные на момент подачи, 2022): выручка химической отрасли РФ ≈ 3,2 трлн руб. (2020); устойчивый рост химпрома: ≈ 136% к уровню 2015 года (2021).",Технология получения высокоэффективных реологических добавок (модификаторов вязкости для строительных и промышленных смесей).,Основатель (данные на момент подачи): образование/статус: аспирант и ассистент кафедры ЧГУ им. И.Н. Ульянова; разработчик высокоэффективных реологических добавок на основе ароматических диизоцианатов; есть компетенции в химической технологии полимеров и композитов.
P318,2022,Башкортостан Респ,U008,6,3,12,11,15,13,9,699,"laparoscopic measurement device, surgical anatomy measurement tool, minimally invasive surgery instrument",69,0.0,измерение анатомических структур,0,0,3,0,0,0,0,3,178,186,233,253,264,413,484,0.1814,1020.64,laparoscopic measurement device surgical anatomy measurement tool,2011,Грант ФСИ «Студенческий стартап» — 1 млн ₽ (2022).,"измерение анатомических структур лапароскопия, хирургический инструмент измерение органов, laparoscopic measurement device, surgical anatomy measurement tool, minimally invasive surgery instrument","Рыночный контекст (сектор «MedTech: приборы/диагностика», данные на момент подачи, 2022): рынок медизделий РФ ≈ 497 млрд руб. (2020, Госкомстат), скачок на фоне пандемии; ≈ 559 млрд руб. (2021, +12%).",Устройство для точного определения анатомических размеров внутренних органов и структур при лапароскопических операциях.,Основатель (данные на момент подачи): образование/статус: обучающийся ФГБОУ ВО «БГМУ» (Башкирский государственный медицинский университет); соавтор разработки нового инструмента для объективного измерения анатомических структур при лапароскопических операциях; есть компетенции в эндохирургии и медицинском инжиниринге.
P319,2025,Тульская область,U160,49,53,59,83,110,67,74,711,"UV grow light phytolamp, greenhouse horticulture, plant lighting",495,0.0,BABYLON УФ-фитолампа досветка,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0.0,2.6,UV grow light phytolamp greenhouse horticulture,5,,"BABYLON УФ-фитолампа досветка, тепличное растениеводство свет, UV grow light phytolamp, greenhouse horticulture, plant lighting","Рыночный контекст (сектор «AgroTech», данные на момент подачи, 2025): ИИ внедряли 11,9% компаний АПК (начало 2022) при средних по экономике 20,8% — низкая база цифровизации; Минсельхоз прогнозирует пятикратный рост рынка агротехнологий к 2026 году; продукция АПК РФ ≈ 8,5 трлн руб. (2023); ≈ 8,9 трлн руб. (2024) при спаде физического объёма −3,2%.",«BABYLON» — УФ-фитолампа досветки для выращивания декоративных культур в защищённом грунте (ТГПУ им. Л.Н. Толстого).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P320,2022,Москва г,U065,5,10,7,5,7,3,2,-1416,"cargo container tracking IoT, GPS GSM sensor logistics, container monitoring device",39,0.2009,мониторинг грузовых контейнеров,0,1,0,3,4,0,3,11,6,3,11,10,6,12,13,0.1375,89.92,cargo container tracking IoT GPS GSM sensor logistics,61,,"мониторинг грузовых контейнеров GPS GSM, IoT трекер контейнера, cargo container tracking IoT, GPS GSM sensor logistics","Рыночный контекст (сектор «Сенсоры/электроника/приборы», данные на момент подачи, 2022): расширение господдержки радиоэлектроники и ЭКБ (2020–2021); мировой дефицит полупроводников.",Многофункциональное отслеживание грузовых контейнеров при помощи сенсорного модуля со,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P321,2024,Красноярский край,U081,624,492,509,544,474,458,592,-87,"livestock waste recycling, electrohydraulic treatment, agricultural waste",3693,0.0,электрогидроимпульсный рециклинг,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0.0,15.55,livestock waste recycling electrohydraulic treatment,4,,"электрогидроимпульсный рециклинг, переработка отходов животных АПК, livestock waste recycling, electrohydraulic treatment, agricultural waste","Рыночный контекст (сектор «AgroTech», данные на момент подачи, 2024): ИИ внедряли 11,9% компаний АПК (начало 2022) при средних по экономике 20,8% — низкая база цифровизации; Минсельхоз прогнозирует пятикратный рост рынка агротехнологий к 2026 году; продукция АПК РФ ≈ 8,5 трлн руб. (2023).",[ПРОЕКТ] (СФУ).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P322,2022,Северная Осетия - Алания Респ,U154,502,826,1157,1503,1644,1848,2188,2781,"NLP, voice assistant, speech recognition enterprise, conversational AI",9668,0.0,голосовой ассистент,0,2,0,2,0,1,0,5,822,871,897,833,866,1340,1942,0.1541,1137.68,voice assistant speech recognition enterprise,7571,,"голосовой ассистент, распознавание речи, NLP, voice assistant, speech recognition","Рыночный контекст (сектор «AI/аналитика данных», данные на момент подачи, 2022): рост рынка ИИ РФ +22,4% (2020); +28% (2021) — максимальные темпы за 5 лет; запуск федпроекта «Искусственный интеллект».",Нейросетевой голосовой ассистент для бизнеса с распознаванием речи и обработкой,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P323,2022,Свердловская обл,U053,0,0,0,0,0,0,0,0,"fishing tackle import substitution, domestic fishing gear, angling equipment manufacturing",0,0.0,импортозамещение рыболовные снасти,0,0,0,0,0,0,0,0,43,64,63,66,50,72,109,0.1677,381.28,fishing tackle import substitution domestic fishing gear,467,"Грант «Студенческий стартап» (ФСИ) — 1 млн ₽, 2022","импортозамещение рыболовные снасти, отечественные товары для рыбалки, fishing tackle import substitution, domestic fishing gear, angling equipment manufacturing","Рыночный контекст (сектор «Туризм/спорт/креатив», данные на момент подачи, 2022): внутренний турпоток РФ 66,5 млн поездок (2021, +40%).",Импортозамещающие товары и оснастка для рыболовной индустрии.,Основатель (данные на момент подачи): образование/статус: преподаватель Уральского федерального университета имени Б.Н. Ельцина; есть компетенции в рыболовной индустрии и промышленном производстве; учредитель/руководитель нескольких зарегистрированных организаций.
P324,2024,Республика Саха (Якутия),U079,0,0,0,1,1,1,3,2009,"AIntermed medtech, AI healthcare, medical AI service",6,0.0,AIntermed медицина ИИ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AIntermed medtech AI healthcare,0,,"AIntermed медицина ИИ, СВФУ стартап Якутск, AIntermed medtech, AI healthcare, medical AI service","Рыночный контекст (сектор «MedTech: приборы/диагностика», данные на момент подачи, 2024): рынок медизделий РФ ≈ 497 млрд руб. (2020, Госкомстат), скачок на фоне пандемии; ≈ 559 млрд руб. (2021, +12%); ≈ 593 млрд руб. (2022, +6%); курс на импортозамещение медтехники; ≈ 639 млрд руб. (2023, +8%); производство медоборудования в РФ ≈ 50 млрд руб. (Росстат).","http://[ПРОЕКТ] — проект основателя из СВФУ (Якутск), вероятно ИИ/медтех-сервис; детали уточняются.",Основатель (данные на момент подачи): образование/статус: ординатор Медицинского института Северо-Восточного федерального университета им. М.К. Аммосова (СВФУ); основатель (генеральный директор) ООО [КОМПАНИЯ] — медицинской веб-платформы AIntermed на основе ИИ для поддержки медицинского образования и клинической практики; есть компетенции в медицинском образовании и клинических ИИ-решениях.
P325,2024,Самарская область,U131,0,0,0,0,0,0,0,0,"mobile action game development, indie game studio, Russian mobile gaming",0,0.0,мобильная игра экшн,0,0,0,0,0,0,0,0,74,65,61,65,51,88,115,0.0762,94.0,mobile action game development indie game studio,519,,"мобильная игра экшн российская, indie мобильная разработка, mobile action game development, indie game","Рыночный контекст (сектор «Туризм/спорт/креатив», данные на момент подачи, 2024): внутренний турпоток РФ 66,5 млн поездок (2021, +40%); 73,1 млн поездок (2022, +10%); господдержка отрасли; 83,6 млн поездок (2023, +14%) — исторический рекорд.",Мобильная видеоигра в жанре экшн [ПРОЕКТ],"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P326,2022,Астраханская обл,U171,1,1,0,0,5,2,1,0,"underwater mining robot, subsea robotic system, seabed resource extraction",10,0.0,подводный робот,1,3,0,1,3,0,0,8,25,28,34,34,53,66,65,0.1726,108.28,underwater mining robot subsea robotic system,305,,"подводный робот, добыча минеральных ресурсов, underwater mining robot, subsea robotic system, seabed","Рыночный контекст (сектор «Робототехника/автоматизация», данные на момент подачи, 2022): выручка робототехнических компаний РФ (опрос НАУРР) ≈ 17,6 млрд руб. (2021); плотность роботизации кратно ниже мировой.",Подводный робототехнический комплекс для добычи донных минеральных ресурсов на,"Основатель (данные на момент подачи): образование/статус: студент Астраханского государственного университета, факультет физики, математики и инженерных технологий; есть компетенции в робототехнике и инженерном конструировании; прошлые проекты: подводный телеуправляемый аппарат, робот-тренажёр для реабилитации суставов рук."
P327,2024,Республика Татарстан,U100,288,289,385,317,270,245,226,-396,"catfish feed formulation, aquaculture feed, fish farming",2020,0.0,комбикорм клариевый сом,0,0,0,0,0,0,0,0,275,355,387,478,632,934,1020,0.2442,732.2,catfish feed formulation aquaculture feed,4081,,"комбикорм клариевый сом, аквакультура рыбоводство, catfish feed formulation, aquaculture feed, fish farming","Рыночный контекст (сектор «AgroTech», данные на момент подачи, 2024): ИИ внедряли 11,9% компаний АПК (начало 2022) при средних по экономике 20,8% — низкая база цифровизации; Минсельхоз прогнозирует пятикратный рост рынка агротехнологий к 2026 году; продукция АПК РФ ≈ 8,5 трлн руб. (2023).",[ПРОЕКТ] (Казанская ветеринарная академия).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P328,2023,Москва,U142,38,57,80,83,144,135,169,2824,"Protokol startup, digital service, PRUE project",706,0.0,Протокол стартап РЭУ,0,0,0,0,0,0,0,0,5,9,18,23,37,30,39,0.4083,16.96,Protokol startup digital service,161,,"[ПРОЕКТ] стартап РЭУ Плеханова, цифровой сервис Москва, Protokol startup, digital service, PRUE project","Рыночный контекст (сектор «Экология/переработка», данные на момент подачи, 2023): отрасль сбора и утилизации отходов — лидер роста промпроизводства РФ (+35% в 2021, эффект «мусорной реформы»); доля переработки ТКО ≈ 10–12% (2022) — большой потенциал роста.",[ПРОЕКТ] — проект основателя из РЭУ им. Плеханова; детали продукта уточняются (независимого источника не найдено).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P329,2022,Москва г,U121,153,247,296,295,374,448,553,2388,"quantum circuit simulator, quantum algorithm, noise model",2366,0.0,квантовый симулятор квантовые алгоритмы,0,0,1,0,0,0,0,1,500,641,938,1243,1617,3468,3683,0.3949,2939.12,quantum circuit simulator quantum algorithm,12090,,"квантовый симулятор, квантовые алгоритмы, шумовая модель, quantum circuit simulator, quantum","Рыночный контекст (сектор «IT-сервисы/платформы», данные на момент подачи, 2022): объём ИТ-рынка РФ ≈ 1,8 трлн руб. (2020); рост до ≈ 2,2 трлн руб. (2021).",[ПРОЕКТ].,Основатель (данные на момент подачи): образование/статус: аспирант кафедры квантовой электроники физического факультета МГУ им. М.В. Ломоносова; специалист Центра квантовых технологий; разработчик системы программного моделирования квантово-вычислительных решений; есть компетенции в квантовой физике и квантовых алгоритмах.
P330,2024,Москва,U133,0,0,0,0,0,0,0,0,"online tutoring K-12, personalized school tutoring, educational marketplace",0,0.0,онлайн-школа индивидуальные занятия,0,0,0,0,0,0,0,0,877,978,1346,1490,1795,2985,4860,0.3303,2697.64,online tutoring K-12 personalized school tutoring,14331,Две основных точки роста проекта: разработка платформы и,"онлайн-школа индивидуальные занятия K-12, EdTech репетитор, online tutoring K-12, personalized school tutoring","Рыночный контекст (сектор «EdTech», данные на момент подачи, 2024): рынок EdTech РФ ≈ 35 млрд руб. (2019); быстрый рост онлайн-образования в пандемию (2020–2021), двузначные темпы топ-100 компаний; ≈ 88 млрд руб. (2022, BusinesStat); ≈ 118 млрд руб. (2023, +34%); утроение рынка за 4 года.",Онлайн-школа [ПРОЕКТ] — это индивидуальные занятия по,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P331,2022,Татарстан Респ,U016,14,20,21,26,16,13,31,1417,"thermal conductivity measurement, pipeline insulation testing, heat insulation instrument",141,0.0,измерение теплопроводности,0,11,0,8,0,0,0,19,135,180,183,242,266,409,486,0.238,888.84,thermal conductivity measurement pipeline insulation testing,1901,,"измерение теплопроводности, теплоизоляционные материалы трубопроводы, thermal conductivity measurement, pipeline insulation testing, heat insulation instrument","Рыночный контекст (сектор «Энергетика/нефтегаз», данные на момент подачи, 2022): нефтегазовый сектор ≈ 21,7% ВВП РФ (начало 2022); нефтесервис — крупный сегмент ТЭК.",Установка для измерения теплопроводности теплоизоляционных материалов трубопроводных конструкций.,Основатель (данные на момент подачи): образование/статус: сотрудник Казанского государственного энергетического университета (КГЭУ); разработчик установки измерения теплопроводности теплоизоляционных материалов для трубопроводных конструкций; есть компетенции в теплофизике и методах контроля изоляции.
P332,2025,Москва,U059,1987,1989,1911,1976,1868,1660,1603,-352,"smart umbrella shade, sun tracking parasol, smart device",12994,0.0,умный зонт тень,0,0,0,0,0,0,0,0,1,1,4,0,0,5,1,0.0,2.12,smart umbrella shade sun tracking parasol,12,,"умный зонт тень, автоматическое отслеживание солнца, smart umbrella shade, sun tracking parasol, smart device","Рыночный контекст (сектор «Потребтовары/устройства», данные на момент подачи, 2025): продажи крупной бытовой техники 24,9 млн ед. (2021, +6%); оборот смартфонов ≈ 832 млрд руб.; спад потребрынка: техника −15–17%, смартфоны −33% в деньгах (2022); частичное восстановление: малая бытовая техника +14%, оборот смартфонов ≈ 711 млрд руб. (2023).",[ПРОЕКТ] — проект основателя из МФТИ (автоматическое отслеживание солнца).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P333,2022,Омская обл,U069,22,16,35,62,48,52,44,1225,"electric kick scooter, light electric vehicle, urban micromobility",279,0.0,электрический скутер,0,0,0,0,0,0,0,0,8,28,40,41,34,91,50,0.3572,110.92,electric kick scooter light electric vehicle,292,,"электрический скутер, лёгкий электротранспорт, electric kick scooter, light electric","Рыночный контекст (сектор «Транспорт/логистика», данные на момент подачи, 2022): рынок транспортно-логистических услуг РФ стабилен в пандемию (−0,1% в 2020) благодаря e-commerce; ≈ 4,15 трлн руб. (2021, +13,3%).",Ультралёгкий электрический самокат (скутер) для городской,Основатель (данные на момент подачи): образование/статус: студент (выпускник) Омского государственного технического университета; промышленный дизайнер; основатель и директор компании Марс Байк (производитель ультралёгких электроскутеров MARS); есть компетенции в промышленном дизайне и разработке электрических транспортных средств.
P334,2023,Москва,U142,2,0,1,1,1,0,0,0,"home pharmacy app, drug interaction checker, medication reminder app",5,0.0,мобильная аптечка приложение,0,0,0,0,0,0,0,0,9,10,11,18,12,21,11,0.034,272.2,home pharmacy app drug interaction checker,92,Оптимальная сумма инвестиций — 12 млн руб.,"мобильная аптечка приложение, лекарственное взаимодействие, home pharmacy app, drug interaction checker","Рыночный контекст (сектор «Цифровое здоровье/wellness», данные на момент подачи, 2023): рынок телемедицинских консультаций РФ ≈ 5,6 млрд руб. (2020, BusinesStat); ≈ 6,7 млрд руб. (2021); ≈ 7,9 млрд руб. (2022).","Платформа объединила: электронную версию домашней аптечки, календарь приема препаратов, проверку лекарств на","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P335,2025,Тульская область,U160,0,1,0,0,0,0,0,0,"precision control systems avionics, small-series electronics manufacturing, high-accuracy actuator",1,0.0,системы управления авионика,4,0,0,2,1,1,0,8,54,60,62,67,46,102,95,0.0987,804.0,precision control systems avionics small-series electronics manufacturing,486,,"системы управления авионика мелкосерийное производство, прецизионная электроника, precision control systems avionics, small-series electronics manufacturing, high-accuracy actuator","Рыночный контекст (сектор «Цифровое здоровье/wellness», данные на момент подачи, 2025): рынок телемедицинских консультаций РФ ≈ 5,6 млрд руб. (2020, BusinesStat); ≈ 6,7 млрд руб. (2021); ≈ 7,9 млрд руб. (2022); ≈ 11,7 млрд руб. (2023, +48%); телемедицина — крупнейший сегмент медтеха (≈31%); ≈ 15,8 млрд руб. (2024, +35%).","Инновационное предприятие в области технологических решений: систем управления и авионики, прецизионной электроники","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P336,2023,Санкт-Петербург,U073,0,0,0,0,0,0,0,0,"3D object detection software, CAD point cloud analysis, GIS automated feature extraction",0,-0.1091,обнаружение объектов 3D-модели,2,0,0,0,2,0,1,5,407,508,617,725,825,1188,1089,0.1783,1119.84,3D object detection software CAD point cloud analysis,5359,,"обнаружение объектов 3D-модели ПО, САПР автоматизация, 3D object detection software, CAD point cloud analysis, GIS","Рыночный контекст (сектор «Робототехника/автоматизация», данные на момент подачи, 2023): выручка робототехнических компаний РФ (опрос НАУРР) ≈ 17,6 млрд руб. (2021); плотность роботизации кратно ниже мировой; +15,3% до ≈ 20,3 млрд руб. (2022); в мире — рекордные установки промроботов (500+ тыс. ед.).",Мы решаем следующую проблему. В существующем ПО для обработки и создания трехмерных,Основатель (данные на момент подачи): образование/статус: преподаватель кафедры №23 Санкт-Петербургского государственного университета аэрокосмического приборостроения; разработчик ПО [ПРОЕКТ] для обнаружения объектов интереса на цифровых двойниках и 3D-моделях высокой точности; есть компетенции в компьютерном зрении и обработке пространственных данных.
